LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
3.9955E+07	4.137E+07	2.0335E+07	4.1734E+07	3.966E+07	2.307E+07	3.9982E+07	2.8403E+07	1.9347E+07	2.8588E+07	3.0027E+07	2.4253E+07	2.6294E+07	2.6263E+07	2.3739E+07	0	1.9943E+07	2.3721E+07	2.5249E+07	1.2748E+07	2.0135E+07	1.5844E+07	1.9339E+07	2.2504E+07				7	7	5	24.1	24.1	20.7	29.299	0	6.1974	1262300000	16	Q9BZX2	Q9BZX2	Uridine-cytidine kinase 2	UCK2	sp|Q9BZX2|UCK2_HUMAN Uridine-cytidine kinase 2 OS=Homo sapiens GN=UCK2 PE=1 SV=1
4.4183E+08	4.3664E+08	4.4119E+08	4.2399E+08	4.9012E+08	3.904E+08	3.3229E+08	3.2058E+08	2.8363E+08	3.2198E+08	3.7537E+08	3.7406E+08	3.4353E+08	4.1989E+08	4.4534E+08	3.2961E+08	3.4053E+08	2.9936E+08	3.5929E+08	3.8613E+08	3.5639E+08	3.7569E+08	3.5395E+08	3.7353E+08				30	30	30	42.2	42.2	42.2	59.004	0	187.88	15959000000	271	Q9BZZ5	Q9BZZ5	Apoptosis inhibitor 5	API5	sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 PE=1 SV=3
0	0	0	0	0	1.1996E+07	7787700	8685800	8133200	8708800	5860100	5241200	3063300	6938900	0	1.2602E+07	1.138E+07	2.6753E+07	3.9798E+07	1.3354E+07	6065600	6631000	6070700	2.0962E+07				3	3	3	36.1	36.1	36.1	9.6172	0	6.8142	404850000	11	Q9C002	Q9C002	Normal mucosa of esophagus-specific gene 1 protein	NMES1	sp|Q9C002|NMES1_HUMAN Normal mucosa of esophagus-specific gene 1 protein OS=Homo sapiens GN=NMES1 PE=2 SV=1
6.7855E+07	8.0883E+07	9.4912E+07	1.1442E+08	1.0515E+08	7.9546E+07	5.9001E+07	8.2068E+07	1.3245E+08	1.1079E+08	8.2596E+07	9.6914E+07	1.2479E+08	6.6263E+07	4.6911E+07	9.6595E+07	1.0333E+08	9.8269E+07	9.5046E+07	1.0544E+08	7.8852E+07	8.9488E+07	9.1713E+07	7.2692E+07				6	6	6	60.6	60.6	60.6	11.25	0	122.98	3714100000	89	Q9C005	Q9C005	Protein dpy-30 homolog	DPY30	sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1
0	0	0	3416400	0	1.1722E+07	1.8407E+07	2.1166E+07	1.7959E+07	1.5737E+07	0	1.3014E+07	9951700	1.3827E+07	1.5527E+07	1.961E+07	3.4621E+07	2.375E+07	1.3036E+07	1.9752E+07	1.117E+07	1.3356E+07	1.2655E+07	1.6596E+07				7	7	7	14.9	14.9	14.9	79.176	0	50.947	541560000	21	Q9C026	Q9C026	E3 ubiquitin-protein ligase TRIM9	TRIM9	sp|Q9C026|TRIM9_HUMAN E3 ubiquitin-protein ligase TRIM9 OS=Homo sapiens GN=TRIM9 PE=1 SV=1
5754600	2108900	2817100	1.1443E+07	5237200	5.8614E+07	4.5678E+07	5.7571E+07	6.174E+07	5.3976E+07	3.8227E+07	5.5225E+07	4.548E+07	4.4261E+07	3.7791E+07	2.9273E+07	4.3789E+07	4.6413E+07	5.4417E+07	3.5952E+07	5.2204E+07	4.039E+07	6.7572E+07	4.9729E+07				10	10	10	21.5	21.5	21.5	56.338	0	17.672	1604400000	33	Q9C035	Q9C035	Tripartite motif-containing protein 5	TRIM5	sp|Q9C035|TRIM5_HUMAN Tripartite motif-containing protein 5 OS=Homo sapiens GN=TRIM5 PE=1 SV=1
5.7079E+08	4.318E+08	4.2584E+08	4.3451E+08	5.596E+08	6.0761E+08	5.523E+08	5.457E+08	5.3798E+08	4.4225E+08	5.3293E+08	6.284E+08	6.2837E+08	7.4168E+08	6.4127E+08	5.2815E+08	5.359E+08	6.0704E+08	4.4945E+08	4.8525E+08	5.7475E+08	6.2759E+08	6.2134E+08	5.9088E+08				9	9	9	18	18	18	57.46	0	14.612	23469000000	51	Q9C037	Q9C037	E3 ubiquitin-protein ligase TRIM4	TRIM4	sp|Q9C037|TRIM4_HUMAN E3 ubiquitin-protein ligase TRIM4 OS=Homo sapiens GN=TRIM4 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1.6	1.6	1.6	81.529	0.0010743	2.9821	0	0	Q9C040	Q9C040	Tripartite motif-containing protein 2	TRIM2	sp|Q9C040|TRIM2_HUMAN Tripartite motif-containing protein 2 OS=Homo sapiens GN=TRIM2 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	5.5	5.5	5.5	48.318	0.00016044	4.0421	0	0	Q9C073	Q9C073	Protein FAM117A	FAM117A	sp|Q9C073|F117A_HUMAN Protein FAM117A OS=Homo sapiens GN=FAM117A PE=1 SV=1
1793500	5693700	0	5390300	5807700	3990800	3287300	4680600	6861400	0	1425600	3633000	6014700	5680600	4751300	0	0	4022100	3559900	0	0	5568300	0	5254900				2	2	2	7.3	7.3	7.3	38.637	0	27.257	140800000	6	Q9C086;J3KQ70	Q9C086;J3KQ70	INO80 complex subunit B	INO80B;INO80B-WBP1	sp|Q9C086|IN80B_HUMAN INO80 complex subunit B OS=Homo sapiens GN=INO80B PE=1 SV=2;tr|J3KQ70|J3KQ70_HUMAN HCG2039827, isoform CRA_e OS=Homo sapiens GN=INO80B-WBP1 PE=4 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	3.1	3.1	3.1	157.51	0.0013686	2.7856	0	0	Q9C0A6	Q9C0A6	SET domain-containing protein 5	SETD5	sp|Q9C0A6|SETD5_HUMAN SET domain-containing protein 5 OS=Homo sapiens GN=SETD5 PE=1 SV=2
7247500	7994000	7145200	5818900	7770500	1.5621E+07	9519200	1.2271E+07	1.0578E+07	1.2253E+07	1.3704E+07	1.2048E+07	1.4234E+07	1.1861E+07	1.2109E+07	1.4953E+07	1.7879E+07	1.3179E+07	8274800	0	9479900	1.3317E+07	1.0242E+07	1.0893E+07				6	6	6	14.4	14.4	14.4	88.084	0	82.555	460870000	10	Q9C0B0	Q9C0B0	RING finger protein unkempt homolog	UNK	sp|Q9C0B0|UNK_HUMAN RING finger protein unkempt homolog OS=Homo sapiens GN=UNK PE=1 SV=2
1.0553E+08	8.79E+07	9.0787E+07	9.8549E+07	8.092E+07	1.0799E+08	1.0238E+08	9.3898E+07	9.0764E+07	1.006E+08	9.646E+07	7.698E+07	7.9102E+07	8.7128E+07	9.0275E+07	1.1666E+08	1.2616E+08	9.714E+07	1.1434E+08	1.1985E+08	7.5327E+07	8.9411E+07	8.5538E+07	7.8773E+07				16	16	16	40	40	40	58.281	0	72.748	4117300000	98	Q9C0B1	Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO	FTO	sp|Q9C0B1|FTO_HUMAN Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3
0	7109300	1.0794E+07	1.005E+07	1.9633E+07	1.8439E+07	9849200	1.1365E+07	6370100	1.2011E+07	1.8294E+07	1.1725E+07	3.8541E+07	7772400	1.3218E+07	2.3401E+07	1.1876E+07	8681000	1.3429E+07	1.2401E+07	1.1836E+07	1.2322E+07	1.4146E+07	0				23	23	23	38.7	38.7	38.7	77.544	0	323.31	497590000	7	Q9C0B5	Q9C0B5	Palmitoyltransferase ZDHHC5	ZDHHC5	sp|Q9C0B5|ZDHC5_HUMAN Palmitoyltransferase ZDHHC5 OS=Homo sapiens GN=ZDHHC5 PE=1 SV=2
1974000	0	0	695470	0	2976400	4489800	0	2515400	2589400	0	2324000	0	5415000	1289000	1322600	0	1607700	0	0	5783900	3554700	4430400	0				1	1	1	1.1	1.1	1.1	120.75	0.0039613	2.1285	72796000	1	Q9C0B7	Q9C0B7	Transport and Golgi organization protein 6 homolog	TANGO6	sp|Q9C0B7|TNG6_HUMAN Transport and Golgi organization protein 6 homolog OS=Homo sapiens GN=TANGO6 PE=1 SV=2
1.5189E+08	1.5823E+08	1.6033E+08	1.7017E+08	1.6313E+08	1.5705E+08	1.3603E+08	1.4928E+08	1.5664E+08	1.5081E+08	1.6477E+08	1.5772E+08	1.7035E+08	1.6442E+08	1.5613E+08	1.5608E+08	1.5391E+08	1.5833E+08	1.6178E+08	1.9015E+08	1.4039E+08	1.4172E+08	1.5044E+08	1.3788E+08				64	64	64	45.6	45.6	45.6	181.79	0	323.31	6464300000	251	Q9C0C2	Q9C0C2	182 kDa tankyrase-1-binding protein	TNKS1BP1	sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.1	3.1	3.1	142.51	0.00031516	3.5447	0	0	Q9C0C7	Q9C0C7	Activating molecule in BECN1-regulated autophagy protein 1	AMBRA1	sp|Q9C0C7|AMRA1_HUMAN Activating molecule in BECN1-regulated autophagy protein 1 OS=Homo sapiens GN=AMBRA1 PE=1 SV=2
6.9802E+07	9.3611E+07	7.1581E+07	9.099E+07	7.818E+07	2.2264E+08	1.8994E+08	2.2362E+08	2.7616E+08	2.1068E+08	1.7448E+08	1.8309E+08	1.7258E+08	1.5405E+08	1.6704E+08	1.7908E+08	1.9406E+08	2.2004E+08	1.8187E+08	1.943E+08	1.8517E+08	1.9514E+08	1.782E+08	1.8153E+08				35	35	35	34.5	34.5	34.5	141.29	0	323.31	7098300000	200	Q9C0C9	Q9C0C9	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O	sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens GN=UBE2O PE=1 SV=3
1839600	0	0	0	2129900	2815500	2599700	2777400	4262500	3178000	3203100	2604400	3270900	4068800	2544100	3596600	0	1942800	3446600	5105400	2604800	3215600	3546600	4031900				8	8	8	6.3	6.3	6.3	202.22	0	56.038	152160000	22	Q9C0D5	Q9C0D5	Protein TANC1	TANC1	sp|Q9C0D5|TANC1_HUMAN Protein TANC1 OS=Homo sapiens GN=TANC1 PE=1 SV=3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	2.3	2.3	2.3	124.76	0.00016005	3.9574	0	0	Q9C0D6	Q9C0D6	FH2 domain-containing protein 1	FHDC1	sp|Q9C0D6|FHDC1_HUMAN FH2 domain-containing protein 1 OS=Homo sapiens GN=FHDC1 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	6061900	6949800	9825600	0	1.09E+07	784900	1.871E+07	1669800	0	0	7116600	0	0				2	2	2	3	3	3	130.14	0	7.8216	100720000	2	Q9C0E2	Q9C0E2	Exportin-4	XPO4	sp|Q9C0E2|XPO4_HUMAN Exportin-4 OS=Homo sapiens GN=XPO4 PE=1 SV=2
3.4413E+07	3.0512E+07	2.7336E+07	3.7317E+07	3.8634E+07	3.6347E+07	3.3946E+07	3.7009E+07	3.8405E+07	3.2271E+07	3.5199E+07	3.279E+07	3.2116E+07	3.4879E+07	3.0661E+07	3.9212E+07	3.6993E+07	3.2296E+07	4.8003E+07	2.9925E+07	3.3286E+07	3.666E+07	3.8545E+07	3.7782E+07				9	9	9	30.8	30.8	30.8	47.739	0	31.064	1493300000	55	Q9C0E8	Q9C0E8	Protein lunapark	LNP	sp|Q9C0E8|LNP_HUMAN Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens GN=LNPK PE=1 SV=2
5.659E+07	2.7141E+07	1.8282E+07	2.3087E+07	3.1936E+07	1.109E+07	1.0572E+07	7321000	1.3331E+07	1.1713E+07	1.1229E+07	6618700	1.0261E+07	6852100	1.0795E+07	2.622E+07	2.2758E+07	2.7227E+07	1.9885E+07	1.8465E+07	1.813E+07	1.6623E+07	1.7603E+07	1.6752E+07				8	8	8	27.7	27.7	27.7	44.139	0	22.17	718400000	27	Q9C0F1	Q9C0F1	Centrosomal protein of 44 kDa	CEP44	sp|Q9C0F1|CEP44_HUMAN Centrosomal protein of 44 kDa OS=Homo sapiens GN=CEP44 PE=1 SV=2
0	2.1182E+07	1.6811E+07	3032700	0	0	0	0	0	8.7692E+07	9.8982E+07	1.8901E+08	3.1048E+08	8.1835E+07	0	1.3491E+08	8.3455E+07	7.3402E+07	0	1.01E+08	0	0	0	0				2	2	2	1.3	1.3	1.3	247.36	0.0010728	2.9486	1778700000	1	Q9C0G0	Q9C0G0	Zinc finger protein 407	ZNF407	sp|Q9C0G0|ZN407_HUMAN Zinc finger protein 407 OS=Homo sapiens GN=ZNF407 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	7.3	7.3	7.3	57.544	0	65.465	0	0	Q9C0H2	Q9C0H2	Protein tweety homolog 3	TTYH3	sp|Q9C0H2|TTYH3_HUMAN Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	5.6	5.6	5.6	121.28	0	15.462	0	0	Q9C0H5	Q9C0H5	Rho GTPase-activating protein 39	ARHGAP39	sp|Q9C0H5|RHG39_HUMAN Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39 PE=1 SV=2
0	0	7119800	0	0	2.5597E+07	2.1399E+07	2.0464E+07	0	0	2.074E+07	1.856E+07	4065400	1.3822E+07	3.3411E+07	8244300	0	7438000	1.0643E+07	0	3331800	1.0217E+07	0	4605000				3	3	3	2.5	2.5	2.5	112.45	0.0058156	1.9863	425710000	15	Q9C0H9	Q9C0H9	SRC kinase signaling inhibitor 1	SRCIN1	sp|Q9C0H9|SRCN1_HUMAN SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=3
1.7931E+07	9511600	8199700	1.0626E+07	8658900	2.7813E+07	1.506E+07	1.6688E+07	1.5415E+07	1.5305E+07	2.4567E+07	2.2679E+07	2.3535E+07	2.4801E+07	2.1869E+07	1.1502E+07	1.9583E+07	1.4015E+07	2.1088E+07	2.5499E+07	1.8174E+07	1.9289E+07	3.5219E+07	1.6178E+07				9	9	9	16.9	16.9	16.9	86.147	0	79.66	746720000	31	Q9C0I1	Q9C0I1	Myotubularin-related protein 12	MTMR12	sp|Q9C0I1|MTMRC_HUMAN Myotubularin-related protein 12 OS=Homo sapiens GN=MTMR12 PE=1 SV=2
6.5431E+07	6.529E+07	7.013E+07	7.8345E+07	7.2867E+07	3.6438E+07	3.1858E+07	4.3109E+07	3.1082E+07	5.3724E+07	5.191E+07	4.5939E+07	4.5112E+07	4.4847E+07	4.9063E+07	4.1165E+07	3.7107E+07	4.9467E+07	3.6222E+07	3.951E+07	3.9733E+07	3.2318E+07	3.4016E+07	3.6425E+07				15	15	15	17.7	17.7	17.7	145.89	0	69.008	1959800000	42	Q9C0J8	Q9C0J8	pre-mRNA 3 end processing protein WDR33	WDR33	sp|Q9C0J8|WDR33_HUMAN pre-mRNA 3 end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	4.6	4.6	4.6	50.497	0.0013643	2.733	0	0	Q9C0J9	Q9C0J9	Class E basic helix-loop-helix protein 41	BHLHE41	sp|Q9C0J9|BHE41_HUMAN Class E basic helix-loop-helix protein 41 OS=Homo sapiens GN=BHLHE41 PE=1 SV=1
3.4462E+08	2.9196E+08	2.919E+08	2.9751E+08	3.0045E+08	1.946E+08	2.0289E+08	1.7521E+08	1.3157E+08	1.9011E+08	2.487E+08	2.1445E+08	2.2445E+08	2.3493E+08	2.3307E+08	1.9681E+08	2.0371E+08	2.0089E+08	1.931E+08	1.519E+08	2.2516E+08	2.0989E+08	2.0272E+08	2.0032E+08				20	20	20	54.4	54.4	54.4	47.707	0	120.86	9768400000	168	Q9GZL7	Q9GZL7	Ribosome biogenesis protein WDR12	WDR12	sp|Q9GZL7|WDR12_HUMAN Ribosome biogenesis protein WDR12 OS=Homo sapiens GN=WDR12 PE=1 SV=2
0	3729900	3326800	0	5558600	5626400	5816300	4907500	6660000	0	0	2552500	2878100	4454900	5870100	3438100	0	4114200	6554000	5053900	1911000	4821500	0	2152200				4	4	4	16.3	16.3	16.3	38.247	0	13.784	145770000	8	Q9GZM5	Q9GZM5	Protein YIPF3;Protein YIPF3, 36 kDa form III	YIPF3	sp|Q9GZM5|YIPF3_HUMAN Protein YIPF3 OS=Homo sapiens GN=YIPF3 PE=1 SV=1
9.005E+07	8.5182E+07	9.1431E+07	1.0454E+08	9.231E+07	3.3131E+07	2.7678E+07	3.6161E+07	2.2936E+07	3.2388E+07	6.1069E+07	5.8987E+07	6.2795E+07	5.6205E+07	4.4706E+07	6.7628E+07	5.6395E+07	5.4372E+07	5.3402E+07	6.2463E+07	1.2536E+08	1.2458E+08	1.5377E+08	1.2238E+08				14	14	14	30	30	30	52.387	0	77.791	2950400000	93	Q9GZM7	Q9GZM7	Tubulointerstitial nephritis antigen-like	TINAGL1	sp|Q9GZM7|TINAL_HUMAN Tubulointerstitial nephritis antigen-like OS=Homo sapiens GN=TINAGL1 PE=1 SV=1
8261900	5024900	6340600	6552300	6161100	0	4673600	5906400	0	4513600	4742300	0	0	0	0	0	6223800	4145900	7199000	0	0	0	0	6495700				1	1	1	4.3	4.3	4.3	45.81	0.001368	2.783	136440000	2	Q9GZN1	Q9GZN1	Actin-related protein 6	ACTR6	sp|Q9GZN1|ARP6_HUMAN Actin-related protein 6 OS=Homo sapiens GN=ACTR6 PE=1 SV=1
4.8787E+07	5.6216E+07	4.7462E+07	6.725E+07	5.2498E+07	8.9634E+07	6.4875E+07	6.8143E+07	5.8752E+07	4.7678E+07	5.2665E+07	7.6378E+07	6.4258E+07	7.0993E+07	6.1709E+07	5.5282E+07	6.8029E+07	6.4929E+07	7.2947E+07	7.5178E+07	5.7226E+07	4.9827E+07	5.3541E+07	8.4998E+07				5	5	5	47.7	47.7	47.7	19.291	0	60.234	2654800000	59	Q9GZN8	Q9GZN8	UPF0687 protein C20orf27	C20orf27	sp|Q9GZN8|CT027_HUMAN UPF0687 protein C20orf27 OS=Homo sapiens GN=C20orf27 PE=1 SV=3
8738300	1.4049E+07	1.6911E+07	1.7488E+07	1.7908E+07	3.409E+07	3.5771E+07	3.0426E+07	3.8547E+07	4.2347E+07	3.6216E+07	2.9058E+07	3.2142E+07	3.0862E+07	1.891E+07	4.3465E+07	5.5464E+07	4.9942E+07	4.6851E+07	6.6742E+07	5.2365E+07	4.7112E+07	4.6865E+07	4.5892E+07				7	7	7	41.7	41.7	41.7	24.178	0	26.271	1473700000	26	Q9GZP4	Q9GZP4	PITH domain-containing protein 1	PITHD1	sp|Q9GZP4|PITH1_HUMAN PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1
3.3929E+07	2.7202E+07	1.599E+07	1.6766E+07	2.8234E+07	8011000	8510300	9437100	1.5801E+07	1.0779E+07	2.0436E+07	3.2674E+07	2.099E+07	3.7557E+07	3.798E+07	9946600	8348000	1.0079E+07	1.632E+07	1.4108E+07	1.5408E+07	1.0013E+07	1.8813E+07	1.864E+07				4	4	3	53.8	53.8	44.3	10.897	0	106.68	800990000	15	Q9GZP8	Q9GZP8	Immortalization up-regulated protein	IMUP	sp|Q9GZP8|IMUP_HUMAN Immortalization up-regulated protein OS=Homo sapiens GN=IMUP PE=1 SV=1
2.1283E+07	3.272E+07	2.1716E+07	1.9785E+07	1.6669E+07	1.8712E+07	1.8977E+07	1.0546E+07	8870300	1.2585E+07	1.7653E+07	1.5936E+07	2.1963E+07	1.8216E+07	2.2285E+07	2.0648E+07	1.5166E+07	9917300	0	1.4351E+07	1.0664E+07	1.5959E+07	1.0986E+07	1.2895E+07				1	1	1	12.6	12.6	12.6	27.567	0	69.181	677840000	25	Q9GZP9	Q9GZP9	Derlin-2	DERL2	sp|Q9GZP9|DERL2_HUMAN Derlin-2 OS=Homo sapiens GN=DERL2 PE=1 SV=1
1.1672E+07	8523500	9513000	1.198E+07	6946000	1.1761E+07	8781200	1.1683E+07	1.5565E+07	1.8806E+07	1.0491E+07	1.531E+07	1.3646E+07	1.1513E+07	9527800	0	6865900	1.1494E+07	1.0193E+07	2.4305E+07	1.3933E+07	1.1778E+07	1.6597E+07	1.0278E+07				4	4	4	19.6	19.6	19.6	24.67	0.00031338	3.4287	488380000	10	Q9GZQ3	Q9GZQ3	COMM domain-containing protein 5	COMMD5	sp|Q9GZQ3|COMD5_HUMAN COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	1.3	1.3	1.3	126.14	0.0013713	2.822	0	0	Q9GZR1	Q9GZR1	Sentrin-specific protease 6	SENP6	sp|Q9GZR1|SENP6_HUMAN Sentrin-specific protease 6 OS=Homo sapiens GN=SENP6 PE=1 SV=2
9.5882E+07	8.4972E+07	7.3492E+07	8.6375E+07	8.7899E+07	4.0504E+07	4.3721E+07	4.1727E+07	1.0074E+07	4.0067E+07	3.9304E+07	4.7819E+07	3.0668E+07	4.5966E+07	2.6099E+07	5.0498E+07	3.9298E+07	4.8362E+07	3.9716E+07	2.9833E+07	4.8812E+07	4.758E+07	5.0909E+07	4.7902E+07				10	10	10	33.4	33.4	33.4	46.671	0	52.689	2148700000	48	Q9GZR2	Q9GZR2	RNA exonuclease 4	REXO4	sp|Q9GZR2|REXO4_HUMAN RNA exonuclease 4 OS=Homo sapiens GN=REXO4 PE=1 SV=2
1.7691E+08	1.6512E+08	1.5512E+08	1.5422E+08	1.5651E+08	5.8092E+07	3.772E+07	5.3911E+07	3.0535E+07	3.5674E+07	5.3474E+07	5.5707E+07	5.3589E+07	6.731E+07	6.216E+07	4.3281E+07	5.5251E+07	5.3882E+07	4.882E+07	3.2973E+07	5.4094E+07	5.0123E+07	3.8831E+07	5.9063E+07				28	28	28	38.8	38.8	38.8	96.331	0	323.31	3101600000	81	Q9GZR7	Q9GZR7	ATP-dependent RNA helicase DDX24	DDX24	sp|Q9GZR7|DDX24_HUMAN ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1
5.5074E+07	4.5427E+07	4.4366E+07	3.5517E+07	4.0881E+07	3.8734E+07	5.2071E+07	3.9878E+07	2.2204E+07	4.6245E+07	6.7856E+07	3.7234E+07	4.0027E+07	3.5416E+07	4.3293E+07	3.9121E+07	2.1217E+07	2.732E+07	5.3434E+07	2.841E+07	2.3067E+07	3.0662E+07	4.2621E+07	3.3318E+07				7	7	7	16.6	16.6	16.6	53.961	0	22.75	1602200000	31	Q9GZS1	Q9GZS1	DNA-directed RNA polymerase I subunit RPA49	POLR1E	sp|Q9GZS1|RPA49_HUMAN DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens GN=POLR1E PE=1 SV=2
1.6806E+08	1.6455E+08	2.0576E+08	1.2251E+08	1.843E+08	1.7008E+08	1.7357E+08	1.154E+08	9.0149E+07	1.3125E+08	1.7617E+08	1.2096E+08	1.3445E+08	1.465E+08	1.592E+08	1.5064E+08	1.184E+08	1.5903E+08	1.2975E+08	1.5673E+08	1.1991E+08	1.2869E+08	1.5864E+08	1.2795E+08				13	13	13	57	57	57	33.58	0	104.52	6425800000	108	Q9GZS3	Q9GZS3	WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed	WDR61	sp|Q9GZS3|WDR61_HUMAN WD repeat-containing protein 61 OS=Homo sapiens GN=WDR61 PE=1 SV=1
5.0902E+08	5.0292E+08	5.442E+08	5.4393E+08	5.1216E+08	3.4133E+08	3.0273E+08	3.5791E+08	4.364E+08	3.6473E+08	3.9578E+08	3.9323E+08	4.3367E+08	3.8447E+08	3.0176E+08	2.999E+08	3.7132E+08	2.8963E+08	2.9626E+08	2.737E+08	3.5635E+08	3.3191E+08	3.7976E+08	3.2957E+08				20	20	20	99.1	99.1	99.1	12.349	0	115.84	16122000000	261	Q9GZT3	Q9GZT3	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1
1452500	3957700	0	1.0246E+07	3717500	3.0026E+07	2.042E+07	1.4826E+07	2.4876E+07	2.8078E+07	3.5876E+07	4.0188E+07	4.2265E+07	3.2896E+07	2.6277E+07	2.7036E+07	2.6764E+07	2.2078E+07	3.0338E+07	2.8682E+07	1.5251E+07	2.8996E+07	2.7504E+07	1.8552E+07				9	9	9	31.2	31.2	31.2	36.566	0	19.103	879630000	45	Q9GZT4	Q9GZT4	Serine racemase	SRR	sp|Q9GZT4|SRR_HUMAN Serine racemase OS=Homo sapiens GN=SRR PE=1 SV=1
2.5327E+07	2.1003E+07	1.8456E+07	1.5637E+07	1.5734E+07	2.1777E+07	5341600	1.9941E+07	1.0015E+07	1.1978E+07	2.2096E+07	1.9385E+07	1.9514E+07	2.276E+07	1.9314E+07	2.0353E+07	1.591E+07	1.8772E+07	1.6267E+07	1.1449E+07	2.1211E+07	2.1592E+07	1.341E+07	1.9701E+07				7	7	7	39.8	39.8	39.8	29.505	0	29.519	745560000	25	Q9GZT6	Q9GZT6	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B	sp|Q9GZT6|CC90B_HUMAN Coiled-coil domain-containing protein 90B, mitochondrial OS=Homo sapiens GN=CCDC90B PE=1 SV=2
1.6399E+07	2.0621E+07	1.8239E+07	1.3767E+07	1.582E+07	1.3401E+08	1.9024E+08	1.1989E+08	1.6506E+08	1.3223E+08	1.1115E+08	1.4405E+08	1.6069E+08	1.3744E+08	1.4527E+08	1.5885E+08	1.3807E+08	1.5843E+08	1.1195E+08	1.4988E+08	1.4056E+08	1.564E+08	1.3121E+08	1.0081E+08				15	15	15	48	48	48	41.968	0	90.534	4885000000	93	Q9GZT8	Q9GZT8	NIF3-like protein 1	NIF3L1	sp|Q9GZT8|NIF3L_HUMAN NIF3-like protein 1 OS=Homo sapiens GN=NIF3L1 PE=1 SV=2
